Date,Total_Demand
2016-10-12,10500.0
2016-10-13,39200.0
2016-10-14,100000.0
2016-10-17,100300.0
2016-10-18,46300.0
2016-10-19,88000.0
2016-10-20,62000.0
2016-10-21,145200.0
2016-10-24,84000.0
2016-10-25,26300.0
2016-10-26,81500.0
2016-10-27,77300.0
2016-10-28,23000.0
2016-10-30,5300.0
2016-10-31,47300.0
2016-11-01,85000.0
2016-11-02,72000.0
2016-11-04,82000.0
2016-11-07,97300.0
2016-11-08,178100.0
2016-11-09,107200.0
2016-11-10,68800.0
2016-11-11,64700.0
2016-11-14,42200.0
2016-11-15,86600.0
2016-11-16,47300.0
2016-11-17,57300.0
2016-11-18,85800.0
2016-11-21,230700.0
2016-11-22,30700.0
2016-11-24,164200.0
2016-11-25,83500.0
2016-11-27,0.0
2016-11-28,165900.0
2016-11-29,95100.0
2016-11-30,10400.0
2016-12-01,224000.0
2016-12-02,81100.0
2016-12-05,75500.0
2016-12-06,57500.0
2016-12-07,12200.0
2016-12-08,37400.0
2016-12-09,118000.0
2016-12-12,89600.0
2016-12-13,176000.0
2016-12-14,40800.0
2016-12-15,54500.0
2016-12-16,33200.0
2016-12-18,0.0
2016-12-19,160200.0
2016-12-20,33000.0
2016-12-21,119200.0
2016-12-22,92200.0
2016-12-25,0.0
2016-12-26,100000.0
2016-12-27,43000.0
2016-12-28,151000.0
2016-12-29,50000.0
